--generation dispatch
bus id,unit id,pg(MW),qg(MVar)
222,60,53.3971268143,-0.3680934543
223,64,66.9844965914,5.1992896239
107,11,18.8985666935,6.8555015675
202,38,11.7874864140,2.3965206556
201,34,15.1375539000,7.2676213146
323,98,40.1590952855,5.0231203572
202,40,25.4524891291,-30.4969562757
201,37,26.1822569200,-8.6135653286
118,23,488.5158417687,132.0399328895
115,20,5.7413755804,2.9052742511
222,58,46.8693144405,6.8322799008
123,33,56.9451980796,-61.0067430985
215,53,4.4652191157,0.3074196568
222,63,63.3746474627,2.8431188084
222,62,38.7600341783,0.3173193577
113,14,110.4388592777,17.6033391529
123,32,58.4770977900,-87.2790551432
102,7,57.6630473204,7.6669831446
201,35,16.2853122694,5.6074703167
322,92,37.5591968879,-0.0240958091
102,6,10.3983921211,1.9177326672
222,61,36.3403567084,4.1450476646
101,3,39.6422279014,-3.8453589209
113,12,118.3653540264,-7.4040157537
115,18,6.0074467051,2.5536981225
102,8,53.8023495598,-14.4269941957
115,19,5.7073883866,2.8943037281
122,26,50.3303696047,-6.3980324141
307,77,24.1423628991,6.6965706080
202,39,17.6858302646,-0.5796310765
301,69,15.9849196388,-11.8065134945
315,83,0.4242285404,4.9438558532
122,30,38.9302359027,-1.7546709266
301,70,11.1949312904,-8.6721234248
107,9,44.9090211804,16.0922361032
215,52,6.4895205682,3.8844581432
322,94,40.9174257698,5.9555655569
322,95,63.7698216056,8.7925619590
313,80,65.6203258885,8.8362924109
116,22,2.8249196819,-37.5901647524
216,55,90.6519398894,56.4396330253
101,4,39.6422278971,1.9743328250
215,50,5.2316241748,3.5065371054
301,67,18.9607350391,4.1617142768
115,16,3.2970547930,3.8513115070
221,57,351.9678908600,53.3838416445
215,54,85.7715210837,-27.2726253651
122,29,61.7428547115,-4.7121485257
315,85,4.1183127622,4.3157736097
121,24,293.7066374671,54.7536202587
322,91,64.1586524918,0.9640825845
302,74,22.6402978114,-19.7511335178
115,21,52.6646226598,29.1465355238
201,36,13.6809933670,-0.7227518555
202,41,7.2510199680,-27.3569954833
313,78,21.1396752694,-25.9752882770
115,17,2.2066699576,4.5491505464
213,46,79.3348785054,38.8938405928
215,49,3.1054260027,1.0762018095
123,31,68.1792217710,5.3952973328
102,5,17.0928377285,5.2835478184
302,73,23.2100927170,-33.4489791337
321,90,489.0520730697,104.5549074951
315,84,7.9974876373,3.1245598385
214,48,0.0000000000,95.0829182133
222,59,39.4431910123,2.1876523831
223,65,48.5912328285,-12.5873802877
215,51,6.7792269261,3.2739854667
223,66,93.8510921579,48.8763516644
113,13,62.7398091055,2.6338719151
316,88,17.9415848739,75.6417875251
207,43,27.5615297467,27.7115959369
322,96,46.1108447117,2.9594129406
122,27,48.4527213354,-0.3383832092
323,99,150.9663299909,1.1978819693
314,81,0.0000000000,17.9831528895
307,76,67.4615449097,-0.0080502462
323,97,42.5461014136,6.8246877925
307,75,4.7761108004,14.6507714721
322,93,63.9924877644,5.3466270929
213,45,68.0246678951,-3.2520901891
101,1,16.8356215558,5.8289064270
101,2,21.7499688725,3.7387757571
315,87,69.0682608561,90.8645459152
122,25,63.6362803839,7.3348139201
207,42,42.2813230812,3.5327914690
107,10,59.2211164627,-19.9853699410
302,71,12.4242094577,1.8746764634
302,72,17.4261999341,1.2325723725
318,89,498.8224776734,116.2180809719
315,86,5.2237189806,5.6457392188
122,28,47.8377544339,-5.5801235726
114,15,0.0000000000,9.1356788650
301,68,21.1519560325,-2.1526351135
213,47,108.9496620409,7.4936510272
313,79,67.2699800297,1.2601914184
207,44,26.9718310423,-4.6376903396
218,56,375.0818298038,45.6661586185
315,82,4.6324211706,4.0462966548
--end of generation dispatch
