--contingency generator
conID,genID,busID,unitID,q(MW)
1,l_14,1,'1 ',0.8093364451
1,l_17,6,'1 ',-7.7811413822
1,l_18,8,'1 ',5.5303696740
1,l_15,2,'1 ',19.5690979333
1,l_16,3,'1 ',22.7992360759
--end of contingency generator
--bus
contingency id,bus id,v(pu),theta(deg)
0,12,1.0858505495,24.0579175252
0,7,1.0926468365,22.5823898889
0,8,1.1000000000,25.0981655616
0,14,1.0689645565,21.6370491084
0,11,1.0868865110,23.2262869812
0,4,1.0693740365,21.7345617441
0,9,1.0885831600,21.4431622957
0,6,1.1000000000,25.0088667593
0,5,1.0716640114,22.8789888696
0,2,1.0837631362,23.3329772566
0,13,1.0821136200,23.8662763874
0,10,1.0827838393,21.6946328597
0,3,1.0604940483,18.9626436231
0,1,1.1000000000,26.1823704977
1,12,1.0579090901,6.8078021594
1,7,1.0921978567,6.3121665495
1,8,1.1000000000,8.8294961372
1,14,1.0656267352,5.2051794779
1,11,1.0864394825,7.0119913310
1,4,1.0691882322,5.5064433124
1,9,1.0877213129,5.1487132762
1,6,1.1000000000,8.8508868042
1,5,1.0715832137,6.6605327061
1,2,1.0837631362,7.1107313061
1,13,1.0754996110,7.2765451355
1,10,1.0820197405,5.4242793498
1,3,1.0604940483,2.7403820063
1,1,1.1000000000,9.9610203954
--end of bus
--Delta
contingency id,Delta(MW)
1,0.0020576482
--end of Delta
--line flow
contingency id,line id,origin bus id,destination bus id,circuit id,p_origin(MW),q_origin(MVar),p_destination(MW),q_destination(MVar)
0,i_10,7,8,'BL',-29.9501892902,-3.9034781189,29.9501892902,5.2494542571
0,i_15,12,13,'BL',1.8966771281,-0.0629474618,-1.8899293649,0.0690525809
0,i_14,10,11,'BL',-14.6066399518,4.1458438994,14.7679810547,-3.7681621731
0,i_6,4,5,'BL',-50.9097977926,10.8672941506,51.2261538511,-9.8694099844
0,i_19,5,6,'BL',-18.6523028290,23.0929068541,18.6523028290,-21.4132542505
0,i_17,4,7,'BL',-8.4536521038,0.4717720588,8.4536521038,-0.3463848543
0,i_0,1,2,'BL',100.1179564792,-3.3100210749,-98.5125207104,1.9164611059
0,i_2,2,3,'BL',45.1219864484,1.1440728088,-44.3019197410,-2.7243385038
0,i_4,2,5,'BL',7.0166001943,3.2320686596,-6.9792930350,-7.1369631500
0,i_12,9,10,'BL',-2.8945045593,8.5741271743,2.9164877911,-8.5157309753
0,i_18,4,9,'BL',1.0985411331,2.9795283306,-1.0985411331,-2.9334758608
0,i_11,7,9,'BL',21.4965371865,4.2498629732,-21.4965371865,-3.8074165078
0,i_13,9,14,'BL',1.8493547200,7.0317439086,-1.7926487049,-6.9111226171
0,i_3,2,4,'BL',19.2436228039,0.7612566845,-19.0566467516,-4.1347011795
0,i_8,6,12,'BL',8.6960108546,1.9704618702,-8.6152525600,-1.8023813288
0,i_16,13,14,'BL',12.1333739236,-1.6192686381,-11.9146468056,2.0646053937
0,i_1,1,5,'BL',32.1658889593,4.0845019041,-31.6816267441,-7.8872510280
0,i_7,6,11,'BL',18.1593186848,-1.1283567099,-17.8994706394,1.6725110185
0,i_5,3,4,'BL',-29.4059419785,6.0712262606,29.9486410740,-6.1377457181
0,i_9,6,13,'BL',20.6558954114,4.7960548999,-20.4100644308,-4.3119369584
1,i_10,7,8,'BL',-29.9563622347,-4.1794467509,29.9563622347,5.5303696740
1,i_15,12,13,'BL',-6.7185754319,-1.8653287906,6.8145468130,1.9521600402
1,i_14,10,11,'BL',-15.1555300446,4.2193891562,15.3289790150,-3.8133642476
1,i_6,4,5,'BL',-51.3882366722,10.7624345311,51.7101534875,-9.7470100298
1,i_19,5,6,'BL',-19.1802196465,23.0715802213,19.1802196465,-21.3554757150
1,i_17,4,7,'BL',-8.0291580613,0.6010079511,8.0291580613,-0.4875770156
1,i_0,1,2,'BL',100.1468345113,-3.3179132888,-98.5404721638,1.9271823012
1,i_2,2,3,'BL',45.1221390045,1.1440486948,-44.3020668608,-2.7242914870
1,i_4,2,5,'BL',6.9911358907,3.2904185061,-6.9537021717,-7.1946270006
1,i_12,9,10,'BL',-3.4420700360,8.6511911378,3.4653778839,-8.5892762321
1,i_18,4,9,'BL',1.3472947456,3.1133629564,-1.3472947456,-3.0607899042
1,i_11,7,9,'BL',21.9272041734,4.6670237666,-21.9272041734,-4.2035366578
1,i_13,9,14,'BL',3.0763407961,7.4424769479,-3.0066647564,-7.2942666763
1,i_3,2,4,'BL',19.3359813198,0.8468617884,-19.1470051698,-4.2135619941
1,i_16,13,14,'BL',10.8820055831,-2.0784633825,-10.7006307540,2.4477494529
1,i_1,1,5,'BL',32.1472991680,4.1272497339,-31.6633004263,-7.9306604991
1,i_7,6,11,'BL',18.7370675001,-1.1384803987,-18.4604685997,1.7177130930
1,i_5,3,4,'BL',-29.3044556869,6.1432654499,29.8441907167,-6.2170958021
1,i_9,6,13,'BL',28.3259744993,6.6472517389,-27.8631722682,-5.7358496733
--end of line flow
