--contingency generator
conID,genID,busID,unitID,q(MW)
1,l_155,315,83,2.7148008371
1,l_167,322,95,5.1221750914
1,l_105,123,33,19.2289200544
1,l_102,122,30,11.4930216207
1,l_146,302,74,-5.8184370958
1,l_159,315,87,64.5110603606
1,l_166,322,94,0.7421926890
1,l_169,323,97,3.3964846468
1,l_156,315,84,3.7944004370
1,l_137,223,65,-12.3845614477
1,l_118,213,46,-13.5121808216
1,l_123,215,51,2.4131072593
1,l_104,123,32,-56.8433821097
1,l_152,313,80,-21.8645823562
1,l_79,102,7,5.5750171976
1,l_142,301,70,-24.9426103451
1,l_162,321,90,77.8393199068
1,l_113,202,41,-34.1104501789
1,l_128,218,56,34.3691869726
1,l_73,101,1,5.5143112742
1,l_151,313,79,29.8556380808
1,l_110,202,38,3.1959626404
1,l_119,213,47,22.3243507804
1,l_140,301,68,0.3016212587
1,l_106,201,34,5.0775693321
1,l_92,115,20,4.4233350179
1,l_112,202,40,-5.8612786350
1,l_91,115,19,1.3118488803
1,l_76,101,4,25.2777931567
1,l_158,315,86,4.4336817816
1,l_115,207,43,27.3771666505
1,l_164,322,92,4.3309710189
1,l_125,215,53,3.2111099810
1,l_80,102,8,1.3673215133
1,l_83,107,11,-18.8850503262
1,l_88,115,16,4.0233576632
1,l_160,316,88,42.1000610721
1,l_150,313,78,45.2497055873
1,l_138,223,66,-29.8300146345
1,l_133,222,61,4.5358166092
1,l_147,307,75,11.0959806382
1,l_129,221,57,61.4667579191
1,l_90,115,18,2.7402078082
1,l_89,115,17,3.7321451604
1,l_93,115,21,50.5491914394
1,l_85,113,13,9.0242044828
1,l_168,322,96,3.7382106237
1,l_165,322,93,4.4207962298
1,l_111,202,39,3.4867157490
1,l_120,214,48,8.7004746262
1,l_127,216,55,72.3022344243
1,l_139,301,67,-4.5337083008
1,l_108,201,36,-13.5802110488
1,l_77,102,5,8.7031736313
1,l_149,307,77,6.5148748006
1,l_132,222,60,6.2987670993
1,l_107,201,35,4.3843307363
1,l_161,318,89,67.6428092417
1,l_144,302,72,3.1887134319
1,l_97,122,25,0.1511582641
1,l_122,215,50,4.6095078439
1,l_170,323,98,-15.6942319642
1,l_171,323,99,33.1315519286
1,l_121,215,49,0.3732783152
1,l_163,322,91,1.7188641216
1,l_74,101,2,7.0658944436
1,l_87,114,15,-27.1435285704
1,l_131,222,59,2.6736230554
1,l_124,215,52,4.1723965374
1,l_100,122,28,1.9527816988
1,l_148,307,76,9.2335450031
1,l_94,116,22,-3.6317812769
1,l_96,121,24,115.3900342960
1,l_126,215,54,-37.9666678849
1,l_82,107,10,30.1661630093
1,l_143,302,71,1.5897703192
1,l_98,122,26,1.4973749010
1,l_75,101,3,16.5975269307
1,l_135,222,63,-1.4612036353
1,l_134,222,62,1.9928311363
1,l_145,302,73,-23.7912133017
1,l_86,113,14,-16.4075666757
1,l_117,213,45,5.4162053160
1,l_78,102,6,5.7137726421
1,l_114,207,42,-10.1543570894
1,l_103,123,31,-43.9423964702
1,l_136,223,64,-28.4792054552
1,l_130,222,58,1.7940162532
1,l_154,315,82,3.5436015922
1,l_84,113,12,11.0977952273
1,l_101,122,29,9.4519329788
1,l_116,207,44,14.1050934742
1,l_141,301,69,-27.2888833578
1,l_99,122,27,8.8373361286
1,l_109,201,37,-6.1592237643
1,l_153,314,81,4.3896950057
1,l_81,107,9,-3.4326879969
1,l_95,118,23,20.6482956747
1,l_157,315,85,2.4873995922
2,l_155,315,83,2.7153895151
2,l_167,322,95,5.1225160043
2,l_105,123,33,24.5021673899
2,l_102,122,30,11.4914152552
2,l_146,302,74,-5.8259035000
2,l_159,315,87,64.5151864247
2,l_166,322,94,0.7424230540
2,l_169,323,97,3.2731269890
2,l_156,315,84,3.7948978070
2,l_137,223,65,-12.3635446829
2,l_118,213,46,-13.4470997997
2,l_123,215,51,2.4568064660
2,l_104,123,32,-51.0188713514
2,l_152,313,80,-21.9192555149
2,l_79,102,7,31.2375808158
2,l_142,301,70,-24.9508277791
2,l_162,321,90,77.8451700610
2,l_113,202,41,-34.1120439608
2,l_128,218,56,34.3686282708
2,l_73,101,1,8.9430887043
2,l_151,313,79,29.8015784050
2,l_110,202,38,3.1948500173
2,l_119,213,47,22.3875259632
2,l_140,301,68,0.2934712779
2,l_106,201,34,5.0789745617
2,l_92,115,20,4.4716601804
2,l_112,202,40,-5.8628209466
2,l_91,115,19,1.3540792409
2,l_76,101,4,30.8101892956
2,l_158,315,86,4.4342062428
2,l_115,207,43,27.3727708074
2,l_164,322,92,4.3310876527
2,l_125,215,53,3.2723517431
2,l_80,102,8,29.1673391783
2,l_83,107,11,-9.2497774938
2,l_88,115,16,4.0559888038
2,l_160,316,88,42.1422940557
2,l_150,313,78,45.1964510586
2,l_138,223,66,-29.8001593457
2,l_133,222,61,4.5360056906
2,l_147,307,75,11.0771596102
2,l_129,221,57,61.4869540319
2,l_90,115,18,2.7804133566
2,l_89,115,17,3.7550854837
2,l_93,115,21,58.3458648914
2,l_85,113,13,29.3068528033
2,l_168,322,96,3.7385260329
2,l_165,322,93,4.4209993706
2,l_111,202,39,3.4856316348
2,l_120,214,48,8.8331136460
2,l_127,216,55,72.4240533454
2,l_139,301,67,-4.5418778326
2,l_108,201,36,-13.5547546630
2,l_77,102,5,12.8740288913
2,l_149,307,77,6.4869843102
2,l_132,222,60,6.2989677300
2,l_107,201,35,4.3855375109
2,l_161,318,89,67.6461981692
2,l_144,302,72,3.1812642379
2,l_97,122,25,0.1482956960
2,l_122,215,50,4.6491517031
2,l_170,323,98,-15.8750026599
2,l_171,323,99,32.9300087711
2,l_121,215,49,0.4341184224
2,l_163,322,91,1.7190228318
2,l_74,101,2,10.4410352916
2,l_87,114,15,3.0397692210
2,l_131,222,59,2.6739435710
2,l_124,215,52,4.2186689038
2,l_100,122,28,1.9493282005
2,l_148,307,76,9.2094287498
2,l_94,116,22,-4.7124983539
2,l_96,121,24,115.3412869172
2,l_126,215,54,-37.6117949112
2,l_82,107,10,38.7527580982
2,l_143,302,71,1.5823160997
2,l_98,122,26,1.4955395947
2,l_75,101,3,22.0397570757
2,l_135,222,63,-1.4607148115
2,l_134,222,62,1.9932836319
2,l_145,302,73,-23.7986808085
2,l_86,113,14,3.7776294952
2,l_117,213,45,5.4815074140
2,l_78,102,6,10.2999212537
2,l_114,207,42,-10.1590656150
2,l_103,123,31,-39.0011572533
2,l_136,223,64,-28.4508942745
2,l_130,222,58,1.7942760761
2,l_154,315,82,3.5440550958
2,l_84,113,12,31.2355297181
2,l_101,122,29,9.4496326549
2,l_116,207,44,14.1003943767
2,l_141,301,69,-27.2971002659
2,l_99,122,27,8.8357699335
2,l_109,201,37,-6.1338971778
2,l_153,314,81,4.3731964071
2,l_81,107,9,6.1628724929
2,l_95,118,23,20.5560025670
2,l_157,315,85,2.4879140958
3,l_155,315,83,2.6182405992
3,l_167,322,95,5.1021754145
3,l_105,123,33,22.3755785199
3,l_102,122,30,11.4746065617
3,l_146,302,74,-5.8243195042
3,l_159,315,87,63.7584576522
3,l_166,322,94,0.7286680700
3,l_169,323,97,4.1627144178
3,l_156,315,84,3.7131110226
3,l_137,223,65,-11.8176459588
3,l_118,213,46,-13.1741116937
3,l_123,215,51,2.5435678179
3,l_104,123,32,-53.3901728447
3,l_152,313,80,-21.6788496493
3,l_79,102,7,-1.7801027668
3,l_142,301,70,-24.9654223415
3,l_162,321,90,77.4005144330
3,l_113,202,41,-34.1017805503
3,l_128,218,56,34.1961552745
3,l_73,101,1,3.7886291026
3,l_151,313,79,30.0391783619
3,l_110,202,38,3.2017218858
3,l_119,213,47,22.6522770251
3,l_140,301,68,0.2789693189
3,l_106,201,34,5.0803533858
3,l_92,115,20,4.4828730319
3,l_112,202,40,-5.8528961448
3,l_91,115,19,1.3639404167
3,l_76,101,4,11.3792845426
3,l_158,315,86,4.3478686406
3,l_115,207,43,27.3823486895
3,l_164,322,92,4.3241189580
3,l_125,215,53,3.3964292090
3,l_80,102,8,-6.9644449237
3,l_83,107,11,-18.9100400403
3,l_88,115,16,4.0636997754
3,l_160,316,88,40.6494465249
3,l_150,313,78,45.4303694028
3,l_138,223,66,-29.0221000249
