--contingency generator
conID,genID,busID,unitID,q(MW)
1,l_168,322,96,0.4879183887
1,l_162,321,90,104.4540254330
1,l_119,213,47,10.3705715120
1,l_113,202,41,-10.6079561644
1,l_157,315,85,6.1223104869
1,l_137,223,65,4.8148545966
1,l_143,302,71,1.3009070288
1,l_94,116,22,-45.4331993212
1,l_97,122,25,4.7400488178
1,l_149,307,77,5.0627397009
1,l_75,101,3,18.4788328541
1,l_106,201,34,1.4217243696
1,l_100,122,28,-1.0695134083
1,l_163,322,91,-1.5357522483
1,l_171,323,99,-6.9075021278
1,l_86,113,14,8.6017614467
1,l_128,218,56,109.0399980862
1,l_145,302,73,-10.9038761324
1,l_109,201,37,0.9951925978
1,l_107,201,35,5.2218919088
1,l_151,313,79,1.2209400903
1,l_110,202,38,-0.3237272722
1,l_88,115,16,4.9132259213
1,l_90,115,18,4.1858033326
1,l_142,301,70,-27.0291286500
1,l_125,215,53,5.5643727229
1,l_160,316,88,78.6902195624
1,l_141,301,69,-32.2118067879
1,l_108,201,36,-41.1231414576
1,l_164,322,92,8.5342353632
1,l_146,302,74,-18.1041663867
1,l_127,216,55,36.9071528085
1,l_74,101,2,5.0996076168
1,l_84,113,12,5.3662662866
1,l_165,322,93,3.5741010461
1,l_102,122,30,2.3274717663
1,l_139,301,67,-2.1633221869
1,l_103,123,31,-57.2557263010
1,l_166,322,94,7.5261856199
1,l_123,215,51,0.9272884768
1,l_153,314,81,-15.2019919433
1,l_76,101,4,23.5021364427
1,l_138,223,66,10.5843377958
1,l_95,118,23,127.0429834904
1,l_105,123,33,1.3301216846
1,l_80,102,8,-7.0781364380
1,l_156,315,84,3.3395751445
1,l_99,122,27,-7.1182761892
1,l_111,202,39,0.5180656275
1,l_129,221,57,42.8055266531
1,l_148,307,76,20.8529590161
1,l_169,323,97,-26.5958759092
1,l_124,215,52,5.1517142571
1,l_73,101,1,3.7825593814
1,l_77,102,5,7.2597903946
1,l_101,122,29,-3.6725515431
1,l_144,302,72,-1.2995108601
1,l_158,315,86,5.5627700377
1,l_170,323,98,11.0860510997
1,l_117,213,45,28.2275505591
1,l_81,107,9,4.1991827609
1,l_121,215,49,3.6315090128
1,l_78,102,6,3.7507128609
1,l_104,123,32,-59.3276567221
1,l_120,214,48,104.1211128966
1,l_147,307,75,-20.5648877141
1,l_83,107,11,3.6916585170
1,l_85,113,13,16.3453751680
1,l_167,322,95,1.9883982894
1,l_152,313,80,-3.7454903159
1,l_112,202,40,-40.9177341927
1,l_140,301,68,-0.3102756094
1,l_82,107,10,15.0165064336
1,l_93,115,21,-3.8045788736
1,l_116,207,44,-3.6364853152
1,l_89,115,17,4.9477786003
1,l_161,318,89,126.6643757810
1,l_136,223,64,-8.7645922510
1,l_135,222,63,5.7490675396
1,l_130,222,58,1.9932047242
1,l_126,215,54,44.0132782432
1,l_114,207,42,15.0059114428
1,l_133,222,61,3.9752793441
1,l_150,313,78,-7.5177136101
1,l_92,115,20,3.5310643855
1,l_134,222,62,1.0791409450
1,l_154,315,82,5.9109422135
1,l_155,315,83,4.3143318404
1,l_122,215,50,1.7374017899
1,l_115,207,43,16.6096592933
1,l_132,222,60,7.6981570135
1,l_118,213,46,-10.9188335623
1,l_159,315,87,66.4128333219
1,l_96,121,24,155.2002533724
1,l_98,122,26,-8.8683893165
1,l_91,115,19,3.3895382759
1,l_79,102,7,1.3468749120
1,l_87,114,15,-25.2590330978
1,l_131,222,59,9.2444204705
2,l_168,322,96,0.4870530334
2,l_162,321,90,104.4130820446
2,l_119,213,47,10.3934423457
2,l_113,202,41,-10.6370570961
2,l_157,315,85,6.1126266046
2,l_137,223,65,4.7930579987
2,l_143,302,71,1.2972951496
2,l_94,116,22,-46.4567542595
2,l_97,122,25,4.7378619795
2,l_149,307,77,5.0564696729
2,l_75,101,3,26.7319706362
2,l_106,201,34,1.3843756805
2,l_100,122,28,-1.0713972163
2,l_163,322,91,-1.5370085273
2,l_171,323,99,-6.9299098982
2,l_86,113,14,30.4972763751
2,l_128,218,56,109.1077418313
2,l_145,302,73,-10.9075074546
2,l_109,201,37,0.8890054123
2,l_107,201,35,5.1999779813
2,l_151,313,79,1.2084775509
2,l_110,202,38,-0.3407414669
2,l_88,115,16,4.9286832510
2,l_90,115,18,4.2205183218
2,l_142,301,70,-27.0349097601
2,l_125,215,53,5.5657203298
2,l_160,316,88,78.5556870608
2,l_141,301,69,-32.2175894434
2,l_108,201,36,-41.2510097625
2,l_164,322,92,8.5331537644
2,l_146,302,74,-18.1077982068
2,l_127,216,55,37.0816366930
2,l_74,101,2,8.8510897872
2,l_84,113,12,27.6702673252
2,l_165,322,93,3.5732242932
2,l_102,122,30,2.3256498386
2,l_139,301,67,-2.1690535612
2,l_103,123,31,-52.0150455806
2,l_166,322,94,7.5250165250
2,l_123,215,51,0.9306803867
2,l_153,314,81,-15.2433527767
2,l_76,101,4,31.9891898786
2,l_138,223,66,10.5552249998
2,l_95,118,23,126.9376214044
2,l_105,123,33,6.7469008429
2,l_80,102,8,21.3738229237
2,l_156,315,84,3.3265094494
2,l_99,122,27,-7.1212392688
2,l_111,202,39,0.5030346144
2,l_129,221,57,42.8561206501
2,l_148,307,76,20.8468681999
2,l_169,323,97,-26.6175325964
2,l_124,215,52,5.1535181806
2,l_73,101,1,7.5600768365
2,l_77,102,5,12.0768502527
2,l_101,122,29,-3.6751310093
2,l_144,302,72,-1.3031224409
2,l_158,315,86,5.5513393246
2,l_170,323,98,11.0678020435
2,l_117,213,45,28.2498335627
2,l_81,107,9,13.2062108576
2,l_121,215,49,3.6335512127
