--generation dispatch
bus id,unit id,pg(MW),qg(MVar)
215,51,3.6252313175,-0.5178658725
222,59,36.8568129535,2.8360378946
113,12,79.6386350050,51.3729783160
322,91,48.6575366185,1.6925599662
313,78,146.2257270117,-39.9363615654
222,58,51.1538521550,2.3690101039
301,70,21.5025836964,-15.8381063716
213,46,126.5869126967,3.8776876621
123,32,56.0588509255,-33.4109365333
207,44,23.4700103363,28.0101510211
123,31,110.0960308575,-38.1349710472
207,43,48.0624052684,7.7498758174
201,35,12.9107951712,1.6718030064
215,49,2.0334959234,-2.6124326956
315,86,10.6252298724,4.2575378039
202,40,9.2552005930,-35.4984868473
223,65,62.5083521521,-27.9292234335
318,89,457.4035862188,89.2442700344
201,37,11.9464949855,-10.8164495428
102,7,66.9413925490,-6.0030177537
307,77,36.5947082720,7.3766169774
322,94,52.4141250598,4.9584720301
213,47,3.5725363421,6.6364336980
213,45,147.0542463035,19.2638966958
216,55,57.7158480461,65.9339219285
222,60,44.1880407837,3.4556475682
218,56,422.3101963350,44.9754707706
115,16,1.7258015626,4.4894392755
101,4,47.7161073829,-7.1569278348
323,97,57.6359964655,-18.2482416489
101,3,47.7161074666,5.3100452508
123,33,30.9344690414,6.9800706815
222,61,50.4825482960,5.9217937649
101,1,11.1677014403,7.0211962992
321,90,427.8751997583,32.6666346685
113,13,62.9267893947,5.7445589848
313,80,131.3493044391,2.2894484243
122,30,40.1038071979,3.8741076257
215,53,3.9162100778,-1.2625760033
115,19,9.5251735875,4.4820945016
122,26,40.3202881199,9.7820541175
118,23,439.1590144454,152.7053014949
322,95,44.0497780289,0.9024985216
302,73,2.8007506305,-22.8144815107
115,20,2.1458622425,3.7196106699
102,6,16.0596015086,5.2163211329
315,84,6.5175658469,4.4334867555
323,99,50.2870297413,30.9767422390
107,10,65.9974983835,15.9870023499
221,57,408.8136551876,27.2333701744
215,54,26.5764963736,3.9971233754
223,66,115.6816095328,86.1084067083
215,52,0.7725227379,3.0838873881
315,85,3.7030645616,4.7678112234
322,96,38.7752568536,0.7008702202
114,15,0.0000000000,-52.0271972185
222,63,37.8232999286,-1.5476701514
307,76,16.7305785289,1.5410116599
122,25,41.4596580994,8.8584527132
215,50,0.2059118415,0.1677400197
202,41,45.1883570800,-19.6761777169
222,62,59.4803888607,4.5493861906
115,17,5.4986921760,1.9371433927
102,8,66.9413925426,-8.0484436475
107,9,26.9654575863,2.6594385522
122,28,58.9226408955,7.3026240100
315,82,1.1412177356,5.2529801471
207,42,26.2626131764,-9.1195814303
302,72,18.0294334622,-0.8112837929
302,71,13.8766706601,4.3066849501
121,24,428.6322595902,96.6760590521
201,36,8.9597639486,-3.5610922035
202,38,18.0474747987,2.6763239372
302,74,18.4251338756,-24.7221287860
101,2,20.4555877234,3.9614514074
102,5,11.2606429382,3.2609905493
315,83,4.3067508439,3.5491841679
122,27,39.3177679158,6.6710199206
322,93,39.1560362583,-3.0290493277
202,39,18.4810970262,3.0671519767
323,98,38.4169892921,-16.6399594943
115,21,86.8209076971,1.6996150692
107,11,43.3019647379,-19.6406582352
214,48,0.0000000000,71.3309856652
301,67,10.1654799248,-2.1034357640
301,69,49.3630372122,-9.4999230983
201,34,18.4736758690,6.0548575586
322,92,61.1551410589,7.6570202728
313,79,130.1776207663,6.1892295222
122,29,53.5043986142,5.0467111659
315,87,59.1617863844,68.2628625687
301,68,16.4898371019,-3.3604506696
113,14,93.4126344510,-0.6792490692
307,75,74.2538267944,9.8227387846
316,88,109.1238658708,79.9577843325
223,64,42.2209941805,6.5321471350
116,22,53.1127264832,-49.0427162203
115,18,3.7918887170,1.6350097856
314,81,0.0000000000,-12.0310924516
--end of generation dispatch
