VAR_TYPE            C       VOLT_1         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C       VOLT_2         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C       VOLT_3         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C       VOLT_4         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C       VOLT_5         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C       VOLT_6         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C       VOLT_7         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C       VOLT_8         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C       VOLT_9         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C      VOLT_10         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C      VOLT_11         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C      VOLT_12         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C      VOLT_13         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C      VOLT_14         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C      VOLT_15         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C      VOLT_16         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C      VOLT_17         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C      VOLT_18         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C      VOLT_19         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C      VOLT_20         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C      VOLT_21         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C      VOLT_22         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C      VOLT_23         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C      VOLT_24         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C      VOLT_25         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C      VOLT_26         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C      VOLT_27         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C      VOLT_28         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C      VOLT_29         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C      VOLT_30         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
    QUAD          OBJ       VOLT_1       VOLT_1  1.35310320973052660000e+04  0.00000000000000000000e+00
    QUAD          OBJ       VOLT_2       VOLT_1 -1.04492923597713120000e+04  0.00000000000000000000e+00
    QUAD          OBJ       VOLT_3       VOLT_1 -1.54086986876697670000e+03 -5.63167483009523400000e+03
    QUAD          OBJ       VOLT_1       VOLT_2 -1.04492923597713120000e+04  0.00000000000000000000e+00
    QUAD          OBJ       VOLT_2       VOLT_2  1.95045643310480590000e+04  0.00000000000000000000e+00
    QUAD          OBJ       VOLT_4       VOLT_2 -1.70553031669902700000e+03 -5.19737922825650820000e+03
    QUAD          OBJ       VOLT_5       VOLT_2 -3.40788236452163390000e+03  4.77247932828135620000e+03
    QUAD          OBJ       VOLT_6       VOLT_2 -1.68614488076546880000e+03 -5.11647749533480600000e+03
    QUAD          OBJ       VOLT_1       VOLT_3 -1.54086986876697670000e+03  5.63167483009523400000e+03
    QUAD          OBJ       VOLT_2       VOLT_4 -1.70553031669902700000e+03  5.19737922825650820000e+03
    QUAD          OBJ       VOLT_2       VOLT_5 -3.40788236452163390000e+03 -4.77247932828135620000e+03
    QUAD          OBJ       VOLT_5       VOLT_5  1.63599232965434420000e+04  0.00000000000000000000e+00
    QUAD          OBJ       VOLT_7       VOLT_5 -5.90804007192396510000e+03 -1.48985358335473940000e+04
    QUAD          OBJ       VOLT_2       VOLT_6 -1.68614488076546880000e+03  5.11647749533480600000e+03
    QUAD          OBJ       VOLT_8       VOLT_6 -1.25786163522012580000e+04  4.40251572327044050000e+04
    QUAD          OBJ       VOLT_5       VOLT_7 -5.90804007192396510000e+03  1.48985358335473940000e+04
    QUAD          OBJ       VOLT_6       VOLT_8 -1.25786163522012580000e+04 -4.40251572327044050000e+04
    QUAD          OBJ       VOLT_8       VOLT_8  3.09331489499843010000e+04  0.00000000000000000000e+00
    QUAD          OBJ      VOLT_28       VOLT_8 -2.88795812279089390000e+03 -9.08162931695249610000e+03
    QUAD          OBJ      VOLT_11       VOLT_9  0.00000000000000000000e+00  9.61538461538461520000e+03
