VAR_TYPE            C       VOLT_1         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
VAR_TYPE            C       VOLT_2         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
    QUAD          OBJ       VOLT_1       VOLT_1  1.92307692307692260000e+02  0.00000000000000000000e+00
    QUAD          OBJ       VOLT_2       VOLT_1 -9.61538461538461320000e+01 -4.80769230769230770000e+02
    QUAD          OBJ       VOLT_1       VOLT_2 -9.61538461538461320000e+01  4.80769230769230770000e+02
   CONST          OBJ         NONE         NONE  0.00000000000000000000e+00  0.00000000000000000000e+00
    QUAD       LOAD_2       VOLT_1       VOLT_2 -9.61538461538461320000e+01 -4.80769230769230770000e+02
    QUAD       LOAD_2       VOLT_2       VOLT_2  9.61538461538461320000e+01  4.80769230769230770000e+02
      LB       LOAD_2         NONE         NONE -3.50000000000000000000e+02  3.50000000000000000000e+02
      UB       LOAD_2         NONE         NONE -3.50000000000000000000e+02  3.50000000000000000000e+02
    QUAD      VOLTM_1       VOLT_1       VOLT_1  1.00000000000000000000e+00  0.00000000000000000000e+00
      LB      VOLTM_1         NONE         NONE  9.02499999999999970000e-01  0.00000000000000000000e+00
      UB      VOLTM_1         NONE         NONE  1.10250000000000000000e+00  0.00000000000000000000e+00
    QUAD      VOLTM_2       VOLT_2       VOLT_2  1.00000000000000000000e+00  0.00000000000000000000e+00
      LB      VOLTM_2         NONE         NONE  9.02499999999999970000e-01  0.00000000000000000000e+00
      UB      VOLTM_2         NONE         NONE  1.05678399999999990000e+00  0.00000000000000000000e+00
    QUAD       UNIT_1       VOLT_1       VOLT_1  9.61538461538461320000e+01  4.80769230769230770000e+02
    QUAD       UNIT_1       VOLT_2       VOLT_1 -9.61538461538461320000e+01 -4.80769230769230770000e+02
      LB       UNIT_1         NONE         NONE  0.00000000000000000000e+00 -4.00000000000000000000e+02
      UB       UNIT_1         NONE         NONE  6.00000000000000000000e+02  4.00000000000000000000e+02
