--contingency generator
conID,genID,busID,unitID,q(MW)
1,l_205,149,1,574.4192802720
1,l_185,18,1,324.8803079501
1,l_193,65,1,-928.1303757569
1,l_201,138,1,315.3004337708
1,l_186,30,1,4351.9800627604
1,l_202,140,1,2170.8490482531
1,l_206,159,1,10337.2461750519
1,l_188,36,1,625.2693287283
1,l_199,116,1,270.8852747083
1,l_182,11,1,868.4197047539
1,l_192,47,1,-109.7576770652
1,l_189,40,1,-144.2421631602
1,l_180,6,1,382.7302928455
1,l_184,15,1,1352.0271349326
1,l_197,103,1,-290.4632771090
1,l_203,144,1,900.6418622565
1,l_190,43,1,-192.2422971819
1,l_200,118,1,2632.4769692728
1,l_183,13,1,676.3948123576
1,l_196,79,1,5382.2615871681
1,l_198,112,1,-466.7220492288
1,l_194,70,1,712.5244367855
1,l_195,77,1,2618.6874383347
1,l_204,148,1,744.0271980688
1,l_181,9,1,703.7815358397
1,l_187,35,1,5201.1673865393
1,l_179,4,1,283.7061332585
1,l_207,162,1,9539.5032299685
1,l_191,45,1,802.0950617664
2,l_205,149,1,-596.7339786328
2,l_185,18,1,324.8803079501
2,l_193,65,1,-928.1303757569
2,l_201,138,1,315.3004337708
2,l_186,30,1,4351.9800627604
2,l_202,140,1,-991.9096929673
2,l_206,159,1,10337.2461750519
2,l_188,36,1,625.2693287283
2,l_199,116,1,270.8852747083
2,l_182,11,1,868.4197047539
2,l_192,47,1,-109.7576770652
2,l_189,40,1,-144.2421631602
2,l_180,6,1,382.7302928455
2,l_184,15,1,-959.2155172024
2,l_197,103,1,-290.4632771090
2,l_203,144,1,900.6418622565
2,l_190,43,1,-192.2422971819
2,l_200,118,1,2632.4769692728
2,l_183,13,1,676.3948123576
2,l_196,79,1,5382.2615871681
2,l_198,112,1,-466.7220492288
2,l_194,70,1,712.5244367855
2,l_195,77,1,2618.6874383347
2,l_204,148,1,744.0271980688
2,l_181,9,1,703.7815358397
2,l_187,35,1,5201.1673865393
2,l_179,4,1,283.7061332585
2,l_207,162,1,9539.5032299685
2,l_191,45,1,802.0950617664
3,l_205,149,1,-596.7339786328
3,l_185,18,1,-271.6525295377
3,l_193,65,1,1632.1178449318
3,l_201,138,1,-272.4365184596
3,l_186,30,1,4351.9800627604
3,l_202,140,1,-991.9096929673
3,l_206,159,1,-11052.1079765253
3,l_188,36,1,-470.5840401747
3,l_199,116,1,-306.5059613809
3,l_182,11,1,868.4197047539
3,l_192,47,1,-109.7576770652
3,l_189,40,1,-144.2421631602
3,l_180,6,1,382.7302928455
3,l_184,15,1,-959.2155172024
3,l_197,103,1,-290.4632771090
