--generation dispatch
bus id,unit id,pg(MW),qg(MVar)
307,77,41.0619379545,-10.5538196858
315,86,2.6756995047,5.3330819633
315,82,1.6048290297,5.3762640182
115,21,30.9978517819,30.4110447573
213,46,67.3495829308,20.9724036116
123,33,173.4403183064,-2.8719874877
216,55,75.2184733122,64.5372044664
122,25,60.4893751076,3.2206007208
202,39,12.8271166310,-0.5678190160
101,4,14.4022746753,-8.1371898243
115,17,4.0196754497,2.5348436894
301,69,32.2643571357,-22.4101216377
107,9,23.7474587164,-9.9648860667
313,80,33.6438436700,34.2484905183
315,85,1.0205444148,3.4935161804
307,76,35.4318526928,20.6762257470
223,65,91.9280460887,-2.9028475228
122,26,49.8052183009,8.8695610646
113,14,85.3256924676,29.4068422791
313,78,50.2945823982,12.2673618372
102,8,51.4161793130,-3.8640942391
307,75,54.3006969872,9.2430402468
322,91,63.7232574780,6.1836780703
122,28,48.1314178608,0.2843588136
202,40,13.6453734451,-42.6821589339
123,31,46.4467368275,-19.1799123275
207,44,23.0531246215,26.1019849770
122,30,40.3231126378,2.6501564857
122,27,64.8527626350,6.4250040134
222,58,44.7833287838,6.4040962281
201,36,13.2685079657,-9.1635574012
115,20,2.5708714634,2.8344217365
322,96,37.6935260283,7.4844277433
118,23,298.0428784945,69.5221234417
202,38,19.6937665682,0.6305026822
301,68,10.5679954740,-1.0847281198
322,94,42.8141393053,2.3314212106
218,56,447.3104822682,64.8110131670
302,71,19.5955822536,-3.5646224191
313,79,103.0733925928,-17.2274386701
315,84,6.7663399086,4.1332620158
301,67,12.0010565684,3.3850733485
215,51,2.7695167844,2.8233099906
321,90,319.1852885717,45.1152095621
207,42,54.7436313960,-7.2367479330
222,63,59.2202975164,2.6725581614
113,12,83.2825907430,-17.6155963095
222,59,63.0902854033,0.8967973655
322,93,58.5545418487,2.0260333723
302,74,29.8809532419,-41.7730367958
102,6,13.0144276774,-2.7184637008
107,10,70.9724304162,18.0672600849
213,45,63.6397572300,-3.7152006208
222,61,60.5380546307,10.4522200915
302,73,13.2567436712,-10.5162349415
301,70,20.1666026700,-31.9443737106
207,43,3.5656339931,20.9703043950
123,32,46.4467368177,-64.0865110425
322,92,64.3251171784,-0.4971728411
221,57,354.7509640874,51.1147202492
323,97,113.0956493440,-19.4595309663
213,47,142.3296316444,22.1920314995
223,66,118.3356494019,32.5562630456
215,53,0.9817553507,3.8240472498
323,99,170.5183963133,17.1692441899
215,54,69.6135471478,38.4553784295
201,35,10.4390226585,2.8205667238
201,37,42.0037409103,-16.5848631764
222,60,48.7896520347,-0.7236735451
215,49,3.6996802820,2.0665966646
115,19,3.1336205491,1.2033389436
202,41,13.6453734428,-43.9779781758
102,5,12.2260888002,-2.9722118151
316,88,111.2413039977,55.3352793712
107,11,27.8186724649,-3.1957160490
114,15,0.0000000000,-5.1321527450
116,22,104.5936804770,-25.8618909646
314,81,0.0000000000,-14.6512644916
101,1,21.0980843750,0.5140547536
318,89,341.8587838532,58.0118378861
302,72,15.0117541426,-0.5413665676
101,2,19.1226751900,2.1406290539
201,34,10.2702141344,2.3017662567
315,83,7.9125587288,4.2682288734
322,95,48.7199817464,-0.0674713565
101,3,49.4736149391,-14.0444217703
115,16,6.4868245729,3.6738464959
215,52,3.3126545354,2.0005208159
102,7,51.4161793129,-35.3501387413
113,13,71.0870192157,14.0998385339
315,87,112.6522419177,79.3224252718
122,29,46.0075272905,1.5954509035
222,62,46.1186784721,4.3976473973
215,50,0.5175373688,3.7505632006
323,98,115.2850232945,-15.5379708649
121,24,335.3770062187,92.8716944841
115,18,1.3108354584,5.1477480075
214,48,0.0000000000,27.0699601793
223,64,91.9280460814,-44.9454457878
--end of generation dispatch
