--contingency generator
conID,genID,busID,unitID,q(MW)
1,l_202,140,1,847.8862653738
1,l_185,18,1,-324.5961841085
1,l_193,65,1,244.3319783447
1,l_194,70,1,-281.5338380751
1,l_182,11,1,-221.9210488146
1,l_180,6,1,-29.3753355346
1,l_197,103,1,-211.8524748109
1,l_203,144,1,199.2259681971
1,l_183,13,1,-208.9922687952
1,l_187,35,1,469.6057970935
1,l_198,112,1,233.6305607622
1,l_184,15,1,78.6233451479
1,l_179,4,1,-50.1759055448
1,l_189,40,1,-57.0560926245
1,l_196,79,1,-918.7163018243
1,l_207,162,1,245.3390930115
1,l_199,116,1,72.8777382128
1,l_200,118,1,1329.7806141719
1,l_201,138,1,-274.2234912750
1,l_206,159,1,-135.8498523736
1,l_186,30,1,629.2903066259
1,l_204,148,1,165.9246458180
1,l_195,77,1,-911.5204754757
1,l_181,9,1,-255.8410765836
1,l_188,36,1,165.2249812637
1,l_191,45,1,298.8664347460
1,l_205,149,1,-4.9593122444
1,l_190,43,1,69.0794971679
1,l_192,47,1,22.7004784101
2,l_202,140,1,848.8866519033
2,l_185,18,1,-324.1680402216
2,l_193,65,1,244.3262131356
2,l_194,70,1,-281.5863126812
2,l_182,11,1,-221.8976110708
2,l_180,6,1,-29.3457518256
2,l_197,103,1,-211.0651934343
2,l_203,144,1,207.9257088365
2,l_183,13,1,-203.2722202821
2,l_187,35,1,469.6052585827
2,l_198,112,1,233.5789744747
2,l_184,15,1,158.3006720532
2,l_179,4,1,-50.0750495887
2,l_189,40,1,-56.3991467051
2,l_196,79,1,-918.7625550036
2,l_207,162,1,245.3445098268
2,l_199,116,1,72.9248096580
2,l_200,118,1,1330.0885399936
2,l_201,138,1,-272.2069441046
2,l_206,159,1,-135.7542009814
2,l_186,30,1,629.2849504626
2,l_204,148,1,167.7589201829
2,l_195,77,1,-911.6683610054
2,l_181,9,1,-255.0010142148
2,l_188,36,1,165.1793142891
2,l_191,45,1,298.9024549845
2,l_205,149,1,-3.4392916018
2,l_190,43,1,69.7058820015
2,l_192,47,1,22.8887197966
3,l_202,140,1,857.7958807025
3,l_185,18,1,-324.3686341018
3,l_193,65,1,244.4713520416
3,l_194,70,1,-281.9122007245
3,l_182,11,1,-222.3973707256
3,l_180,6,1,-29.9993457158
3,l_197,103,1,-204.2414657021
3,l_203,144,1,283.7269757485
3,l_183,13,1,-196.0125219734
3,l_187,35,1,469.5228235285
3,l_198,112,1,233.5367709037
3,l_184,15,1,214.4670053077
3,l_179,4,1,-50.1500087037
3,l_189,40,1,-50.1000281509
3,l_196,79,1,-918.9844168955
3,l_207,162,1,245.0581627987
3,l_199,116,1,73.7729000709
3,l_200,118,1,1334.0285912359
3,l_201,138,1,-258.2815243960
3,l_206,159,1,-131.5531258256
3,l_186,30,1,628.9459112042
3,l_204,148,1,182.2851343833
3,l_195,77,1,-912.6275476842
3,l_181,9,1,-255.7125049970
3,l_188,36,1,165.4210579530
3,l_191,45,1,296.6200923092
3,l_205,149,1,10.8187830495
3,l_190,43,1,75.6315229336
3,l_192,47,1,24.6687686413
4,l_202,140,1,849.8807233894
4,l_185,18,1,-324.6812752010
4,l_193,65,1,244.3331125928
4,l_194,70,1,-281.5334975250
4,l_182,11,1,-221.9236582645
4,l_180,6,1,-29.3786291245
4,l_197,103,1,-210.7890973799
4,l_203,144,1,205.1405710229
4,l_183,13,1,-207.7810674432
4,l_187,35,1,469.6055281269
4,l_198,112,1,233.6572996644
4,l_184,15,1,79.6803885598
4,l_179,4,1,-50.1956276080
4,l_189,40,1,-53.7693652999
4,l_196,79,1,-918.7153295194
4,l_207,162,1,245.3372254523
4,l_199,116,1,72.9507330365
4,l_200,118,1,1330.2730198586
4,l_201,138,1,-272.0362906525
4,l_206,159,1,-135.8626321840
4,l_186,30,1,629.2881073183
4,l_204,148,1,167.9191759581
4,l_195,77,1,-911.5177466138
4,l_181,9,1,-256.0066186314
4,l_188,36,1,165.2075443653
4,l_191,45,1,298.8618496098
4,l_205,149,1,1.0007244735
4,l_190,43,1,72.1334957006
4,l_192,47,1,23.6207935645
48,l_202,140,1,847.8851994616
48,l_185,18,1,-324.7354457177
48,l_193,65,1,244.5033088981
48,l_194,70,1,-263.1772779769
48,l_182,11,1,-221.9217269120
48,l_180,6,1,-29.3764629298
48,l_197,103,1,-211.8328584877
48,l_203,144,1,199.2411452679
48,l_183,13,1,-209.0003427658
48,l_187,35,1,469.5953184580
48,l_198,112,1,233.7651757614
48,l_184,15,1,78.6222997637
48,l_179,4,1,-50.2081576688
48,l_189,40,1,-57.0533265800
48,l_196,79,1,-918.0486620682
48,l_207,162,1,245.3417746335
48,l_199,116,1,72.9208418111
48,l_200,118,1,1329.9692655166
48,l_201,138,1,-274.2210094671
48,l_206,159,1,-135.8531482447
48,l_186,30,1,629.4840330286
48,l_204,148,1,165.9300683906
48,l_195,77,1,-909.7768406865
48,l_181,9,1,-256.1144410062
48,l_188,36,1,165.3237824216
48,l_191,45,1,298.8691209872
48,l_205,149,1,-4.9516035644
48,l_190,43,1,69.0824599254
48,l_192,47,1,22.7012312949
15,l_202,140,1,848.1166589111
15,l_185,18,1,-324.7376141697
15,l_193,65,1,244.3337483775
15,l_194,70,1,-281.5357917839
15,l_182,11,1,-221.9246128094
15,l_180,6,1,-29.3798647338
15,l_197,103,1,-211.8543710976
15,l_203,144,1,198.9266445508
15,l_183,13,1,-209.0816107073
15,l_187,35,1,469.6052723550
15,l_198,112,1,233.6304967511
15,l_184,15,1,78.5567198732
15,l_179,4,1,-50.2092116294
15,l_189,40,1,-56.4200198497
15,l_196,79,1,-918.7173676962
15,l_207,162,1,245.3384549529
15,l_199,116,1,72.8787117605
15,l_200,118,1,1329.7816548702
15,l_201,138,1,-274.3669629393
15,l_206,159,1,-135.8636065274
15,l_186,30,1,629.2871021094
15,l_204,148,1,165.8013624383
15,l_195,77,1,-911.5268221251
15,l_181,9,1,-256.1201760300
15,l_188,36,1,165.2192579075
15,l_191,45,1,298.8628563089
15,l_205,149,1,-3.9190500760
15,l_190,43,1,71.2415571737
15,l_192,47,1,22.8836919961
22,l_202,140,1,847.8953148417
22,l_185,18,1,-324.8190661189
22,l_193,65,1,248.2575666434
22,l_194,70,1,-243.8381220044
22,l_182,11,1,-221.9316139875
22,l_180,6,1,-29.3899852092
22,l_197,103,1,-211.4432771292
22,l_203,144,1,199.3051318098
22,l_183,13,1,-209.0327298230
22,l_187,35,1,469.6841011121
22,l_198,112,1,237.9184615653
22,l_184,15,1,78.6115113733
22,l_179,4,1,-50.2205665715
22,l_189,40,1,-57.0689719389
22,l_196,79,1,-880.5457151351
22,l_207,162,1,245.3627961646
22,l_199,116,1,74.2132300005
22,l_200,118,1,1336.1238343114
22,l_201,138,1,-274.2161415747
22,l_206,159,1,-135.8887218863
22,l_186,30,1,633.7185044423
22,l_204,148,1,165.9454153019
