--contingency generator
conID,genID,busID,unitID,q(MW)
1,l_95,118,23,158.4964704238
1,l_119,213,47,-0.1200413189
1,l_147,307,75,-7.7460384163
1,l_154,315,82,4.6253176832
1,l_128,218,56,88.2258479842
1,l_161,318,89,50.6169185381
1,l_167,322,95,-1.1788465661
1,l_151,313,79,43.3432634316
1,l_94,116,22,-64.4750885828
1,l_73,101,1,4.9441810793
1,l_144,302,72,-0.7833668639
1,l_146,302,74,-24.2178478777
1,l_84,113,12,-11.6083489236
1,l_88,115,16,2.2240331718
1,l_121,215,49,3.2759064079
1,l_89,115,17,2.9669568107
1,l_145,302,73,-41.2098200372
1,l_116,207,44,2.1346309517
1,l_74,101,2,2.9592360932
1,l_99,122,27,-4.2547736233
1,l_113,202,41,-28.1525260455
1,l_83,107,11,-5.2230776692
1,l_137,223,65,15.0873866585
1,l_150,313,78,15.0132897817
1,l_86,113,14,-12.8622977040
1,l_101,122,29,2.3016174357
1,l_100,122,28,0.5212154153
1,l_126,215,54,76.6259396015
1,l_141,301,69,-22.9104332626
1,l_135,222,63,6.6275292954
1,l_165,322,93,8.0337967037
1,l_140,301,68,-3.0129695766
1,l_157,315,85,5.3586801730
1,l_163,322,91,-1.3244622454
1,l_91,115,19,4.5455341821
1,l_85,113,13,-4.9930184515
1,l_118,213,46,-17.5345793963
1,l_160,316,88,35.3057064451
1,l_162,321,90,28.9035856833
1,l_143,302,71,-0.0938923896
1,l_129,221,57,56.4322387495
1,l_111,202,39,2.9397806252
1,l_133,222,61,4.9678263051
1,l_166,322,94,8.4554533997
1,l_169,323,97,-10.5001649539
1,l_78,102,6,3.4638786335
1,l_153,314,81,68.4865265190
1,l_170,323,98,-53.9652545292
1,l_158,315,86,3.3653765650
1,l_107,201,35,3.1479539974
1,l_77,102,5,-2.2947889064
1,l_93,115,21,57.7925254553
1,l_130,222,58,4.3587453207
1,l_79,102,7,-25.9175301101
1,l_97,122,25,-0.8959807410
1,l_115,207,43,32.2244703917
1,l_156,315,84,3.5668091126
1,l_168,322,96,-1.1145375146
1,l_142,301,70,-32.7965452598
1,l_120,214,48,68.1859285609
1,l_75,101,3,-16.3507897242
1,l_106,201,34,1.2335663617
1,l_103,123,31,-86.2106664843
1,l_125,215,53,3.3552707352
1,l_109,201,37,-7.3709921239
1,l_82,107,10,-12.5136583399
1,l_164,322,92,3.0382246878
1,l_148,307,76,-4.0542885651
1,l_105,123,33,11.5394328121
1,l_136,223,64,-16.0786810793
1,l_81,107,9,30.1133559600
1,l_87,114,15,18.6554741566
1,l_152,313,80,12.6533574835
1,l_110,202,38,0.3383775806
1,l_149,307,77,23.5816188088
1,l_80,102,8,-10.7696876349
1,l_127,216,55,74.7810068296
1,l_122,215,50,5.3200628540
1,l_155,315,83,3.1437857078
1,l_132,222,60,3.4587213082
1,l_138,223,66,49.7247445647
1,l_124,215,52,5.8550519956
1,l_123,215,51,4.0890727732
1,l_108,201,36,-37.2987398395
1,l_134,222,62,5.0153080265
1,l_171,323,99,24.3245315744
1,l_76,101,4,-6.2015465581
1,l_159,315,87,73.8132659158
1,l_139,301,67,3.0287844085
1,l_102,122,30,-5.4933645855
1,l_114,207,42,-0.1836553710
1,l_98,122,26,-12.8589116405
1,l_90,115,18,3.2477680953
1,l_112,202,40,-32.4369861765
1,l_117,213,45,5.2500561429
1,l_104,123,32,-13.6566042205
1,l_131,222,59,-1.1843476130
1,l_92,115,20,2.1129840490
1,l_96,121,24,63.7289003175
2,l_95,118,23,158.4101822217
2,l_119,213,47,-0.0584316083
2,l_147,307,75,-7.7526890968
2,l_154,315,82,4.6254610727
2,l_128,218,56,88.2823176903
2,l_161,318,89,50.5852253879
2,l_167,322,95,-1.1785274730
2,l_151,313,79,43.3200059911
2,l_94,116,22,-65.1447967666
2,l_73,101,1,4.7415056987
2,l_144,302,72,-0.7862507821
2,l_146,302,74,-24.2207117714
2,l_84,113,12,9.0517963364
2,l_88,115,16,2.2729896386
2,l_121,215,49,3.3666220860
2,l_89,115,17,3.0000780083
2,l_145,302,73,-41.2126837817
2,l_116,207,44,2.1241851936
2,l_74,101,2,2.7969536874
2,l_99,122,27,-4.2574484611
2,l_113,202,41,-28.1588856602
2,l_83,107,11,4.0998376738
2,l_137,223,65,15.1133301410
2,l_150,313,78,14.9894200616
2,l_86,113,14,6.7818997416
2,l_101,122,29,2.2995030455
2,l_100,122,28,0.5189298946
2,l_126,215,54,77.0668334369
2,l_141,301,69,-22.9131428767
2,l_135,222,63,6.6285270046
2,l_165,322,93,8.0340328890
2,l_140,301,68,-3.0156502067
2,l_157,315,85,5.3588246586
2,l_163,322,91,-1.3241102862
2,l_91,115,19,4.5691409385
2,l_85,113,13,15.5369696899
2,l_118,213,46,-17.4706690971
2,l_160,316,88,35.3458454538
2,l_162,321,90,28.9119304625
2,l_143,302,71,-0.0967826157
2,l_129,221,57,56.4557575252
2,l_111,202,39,2.9364212320
2,l_133,222,61,4.9686757134
2,l_166,322,94,8.4556761597
2,l_169,323,97,-10.5503180393
2,l_78,102,6,9.0390279519
2,l_153,314,81,68.4895876619
2,l_170,323,98,-54.0556657945
2,l_158,315,86,3.3655217139
2,l_107,201,35,3.1264747195
2,l_77,102,5,5.9101940811
2,l_93,115,21,63.5547890752
2,l_130,222,58,4.3597929155
2,l_79,102,7,26.5201947261
2,l_97,122,25,-0.8984911111
2,l_115,207,43,32.2140432766
2,l_156,315,84,3.5669181065
2,l_168,322,96,-1.1139986480
2,l_142,301,70,-32.7992547957
2,l_120,214,48,68.4327630776
2,l_75,101,3,-19.0627260160
2,l_106,201,34,1.2119932195
