--contingency generator
conID,genID,busID,unitID,q(MW)
2,l_130,222,58,4.5855133571
2,l_155,315,83,3.5422207985
2,l_116,207,44,18.7109291076
2,l_95,118,23,74.6861949820
2,l_118,213,46,12.3256311171
2,l_154,315,82,5.3618854058
2,l_153,314,81,-6.7218926151
2,l_85,113,13,50.7379561368
2,l_127,216,55,51.5903363856
2,l_94,116,22,-50.8277679970
2,l_160,316,88,65.5838054533
2,l_100,122,28,5.0195155001
2,l_103,123,31,-47.2593649700
2,l_123,215,51,4.1359763898
2,l_126,215,54,36.1811161261
2,l_108,201,36,-20.4514228962
2,l_90,115,18,4.8433111263
2,l_121,215,49,3.4470056287
2,l_89,115,17,4.3324610589
2,l_138,223,66,33.8771172057
2,l_129,221,57,54.2742601597
2,l_166,322,94,3.1815124009
2,l_82,107,10,17.2159914539
2,l_145,302,73,-23.6393589014
2,l_93,115,21,2.8307086732
2,l_141,301,69,-27.7016584096
2,l_137,223,65,-24.3215034135
2,l_79,102,7,25.8122182069
2,l_163,322,91,1.3564186688
2,l_132,222,60,2.5111794977
2,l_83,107,11,-11.6858054982
2,l_146,302,74,-32.0888108842
2,l_171,323,99,-3.8888864848
2,l_149,307,77,28.8874162522
2,l_122,215,50,2.2586468358
2,l_136,223,64,-9.6007374481
2,l_106,201,34,-0.4046355371
2,l_109,201,37,-30.3013305475
2,l_87,114,15,49.3483785281
2,l_81,107,9,16.3608528783
2,l_156,315,84,4.0031485290
2,l_143,302,71,4.3117254137
2,l_112,202,40,-19.0796379786
2,l_91,115,19,2.3082704103
2,l_117,213,45,-14.2547194604
2,l_99,122,27,6.1779599545
2,l_115,207,43,9.4340534948
2,l_92,115,20,2.4818507837
2,l_110,202,38,0.2735840307
2,l_78,102,6,12.2074877750
2,l_157,315,85,5.2846409289
2,l_86,113,14,18.4817413672
2,l_111,202,39,0.5057302039
2,l_144,302,72,-4.3372772229
2,l_113,202,41,-0.9716501593
2,l_128,218,56,103.0599706922
2,l_169,323,97,-14.3307585857
2,l_96,121,24,157.7914319554
2,l_151,313,79,23.1688600731
2,l_114,207,42,-2.5664790446
2,l_105,123,33,13.0637625393
2,l_77,102,5,11.4853113587
2,l_159,315,87,64.2094638136
2,l_162,321,90,64.4876760283
2,l_75,101,3,31.0929704304
2,l_140,301,68,-0.1886148837
2,l_101,122,29,3.9840779132
2,l_168,322,96,0.9262009257
2,l_164,322,92,4.9425643404
2,l_158,315,86,3.2264483951
2,l_135,222,63,5.7707556720
2,l_97,122,25,7.4491771296
2,l_120,214,48,88.7497383652
2,l_142,301,70,-40.4923317351
2,l_88,115,16,0.5863318204
2,l_98,122,26,9.7100918126
2,l_80,102,8,38.3909004866
2,l_134,222,62,7.9372800231
2,l_148,307,76,-4.7343309680
2,l_74,101,2,7.5249214848
2,l_170,323,98,-7.9135220103
2,l_124,215,52,1.9484164342
2,l_147,307,75,-9.0027065399
2,l_84,113,12,15.0867136248
2,l_102,122,30,7.9112447182
2,l_131,222,59,4.8096597043
2,l_76,101,4,33.2771802521
2,l_167,322,95,4.2162558299
2,l_152,313,80,8.9478854879
2,l_107,201,35,4.1084489724
2,l_161,318,89,59.4064508440
2,l_119,213,47,49.1577414590
2,l_139,301,67,1.3289822241
2,l_165,322,93,1.3733351934
2,l_104,123,32,-2.1083123057
2,l_73,101,1,9.6561063393
2,l_125,215,53,3.1993364169
2,l_133,222,61,1.7908956126
2,l_150,313,78,-0.2304364629
1,l_130,222,58,4.5850397889
1,l_155,315,83,3.5534542133
1,l_116,207,44,18.7316649002
1,l_95,118,23,74.8653700307
1,l_118,213,46,12.2330154742
1,l_154,315,82,5.3749399647
1,l_153,314,81,-6.6723848530
1,l_85,113,13,32.2443074595
1,l_127,216,55,51.4637703331
1,l_94,116,22,-49.3360878233
1,l_160,316,88,65.7242118331
1,l_100,122,28,5.0233383432
1,l_103,123,31,-52.9044138299
1,l_123,215,51,4.1328582128
1,l_126,215,54,35.3438080226
1,l_108,201,36,-20.4067992249
1,l_90,115,18,4.7810726025
1,l_121,215,49,3.4386610814
1,l_89,115,17,4.2160628380
1,l_138,223,66,33.7658036319
1,l_129,221,57,54.2271517498
1,l_166,322,94,3.1822078941
1,l_82,107,10,8.2949245827
1,l_145,302,73,-23.6339917259
1,l_93,115,21,-3.9236766929
1,l_141,301,69,-27.6935052904
1,l_137,223,65,-24.4169611782
1,l_79,102,7,-6.7589893785
1,l_163,322,91,1.3583742960
1,l_132,222,60,2.5106449814
1,l_83,107,11,-21.4749416831
1,l_146,302,74,-32.0834461911
1,l_171,323,99,-3.8657972238
1,l_149,307,77,28.8977874577
1,l_122,215,50,2.2526944521
1,l_136,223,64,-9.6540712826
1,l_106,201,34,-0.3835887402
1,l_109,201,37,-30.2558955260
1,l_87,114,15,19.2233849983
1,l_81,107,9,7.8745762602
1,l_156,315,84,4.0145627039
1,l_143,302,71,4.3162874233
1,l_112,202,40,-19.0669318918
1,l_91,115,19,2.2357812552
1,l_117,213,45,-14.3473099164
1,l_99,122,27,6.1813275645
1,l_115,207,43,9.4543880744
1,l_92,115,20,2.4040475293
1,l_110,202,38,0.2822088211
1,l_78,102,6,6.0272965508
1,l_157,315,85,5.2978982983
1,l_86,113,14,-2.3872739002
1,l_111,202,39,0.5143373957
1,l_144,302,72,-4.3323241940
1,l_113,202,41,-0.9589900011
1,l_128,218,56,103.0477160988
1,l_169,323,97,-14.3101742436
1,l_96,121,24,157.5688012230
1,l_151,313,79,23.1864823686
1,l_114,207,42,-2.5426839009
1,l_105,123,33,6.5184109950
1,l_77,102,5,7.8689929465
1,l_159,315,87,64.2607941075
1,l_162,321,90,64.5324164101
1,l_75,101,3,24.9472265807
1,l_140,301,68,-0.1816404630
1,l_101,122,29,3.9897432649
1,l_168,322,96,0.9280985601
1,l_164,322,92,4.9439911894
1,l_158,315,86,3.2352345534
1,l_135,222,63,5.7702997081
1,l_97,122,25,7.4530776785
1,l_120,214,48,88.5552295225
1,l_142,301,70,-40.4841775591
1,l_88,115,16,0.4073672428
1,l_98,122,26,9.7153552063
1,l_80,102,8,14.3410512072
1,l_134,222,62,7.9369611460
1,l_148,307,76,-4.7238591855
1,l_74,101,2,4.3638001934
1,l_170,323,98,-7.8922144134
1,l_124,215,52,1.9453901992
1,l_147,307,75,-8.9922793328
1,l_84,113,12,-7.4302553905
1,l_102,122,30,7.9168195251
1,l_131,222,59,4.8093405536
1,l_76,101,4,27.1438112679
1,l_167,322,95,4.2178960460
1,l_152,313,80,8.9656033256
1,l_107,201,35,4.1274244947
1,l_161,318,89,59.4127404613
1,l_119,213,47,49.0744186807
1,l_139,301,67,1.3355795872
1,l_165,322,93,1.3742373112
1,l_104,123,32,-6.0239974105
1,l_73,101,1,6.6949403481
1,l_125,215,53,3.1913101679
1,l_133,222,61,1.7902073522
1,l_150,313,78,-0.2128058946
3,l_130,222,58,4.5981839129
3,l_155,315,83,3.5365872944
3,l_116,207,44,18.6983662751
3,l_95,118,23,73.9219750961
3,l_118,213,46,12.3658023830
3,l_154,315,82,5.3553311045
3,l_153,314,81,-6.7467875710
3,l_85,113,13,31.8209942132
3,l_127,216,55,53.1666011262
3,l_94,116,22,-60.8935857401
3,l_160,316,88,65.5132065636
3,l_100,122,28,5.0019847170
3,l_103,123,31,-44.0120478183
3,l_123,215,51,4.1396655415
3,l_126,215,54,37.1922735854
3,l_108,201,36,-20.4843949242
3,l_90,115,18,4.8933217913
3,l_121,215,49,3.4568556957
3,l_89,115,17,4.4265972902
3,l_138,223,66,33.9300539501
3,l_129,221,57,55.6955572100
3,l_166,322,94,3.1811631114
3,l_82,107,10,8.0032766936
3,l_145,302,73,-23.6420593147
3,l_93,115,21,14.7013318566
3,l_141,301,69,-27.7057608075
3,l_137,223,65,-24.2760548029
3,l_79,102,7,-19.3001930641
3,l_163,322,91,1.3554350880
3,l_132,222,60,2.5254858006
3,l_83,107,11,-21.7754173313
3,l_146,302,74,-32.0915100579
3,l_171,323,99,-3.9004956878
3,l_149,307,77,28.8821982543
3,l_122,215,50,2.2656782679
3,l_136,223,64,-9.5751425707
3,l_106,201,34,-0.4203623624
3,l_109,201,37,-30.3348931844
3,l_87,114,15,28.6199991356
3,l_81,107,9,7.5877148347
3,l_156,315,84,3.9974237015
3,l_143,302,71,4.3094294370
3,l_112,202,40,-19.0883811844
3,l_91,115,19,2.3665943753
3,l_117,213,45,-14.2145571190
3,l_99,122,27,6.1625235509
3,l_115,207,43,9.4217361582
3,l_92,115,20,2.5444915070
3,l_110,202,38,0.2676233351
3,l_78,102,6,5.3664676087
3,l_157,315,85,5.2779840080
3,l_86,113,14,-2.8121819124
3,l_111,202,39,0.4997815504
3,l_144,302,72,-4.3397700007
3,l_113,202,41,-0.9803619530
3,l_128,218,56,103.9151835865
3,l_169,323,97,-14.3411100775
3,l_96,121,24,158.6494895023
3,l_151,313,79,23.1599946301
3,l_114,207,42,-2.5808860619
3,l_105,123,33,16.8990506172
3,l_77,102,5,7.6377311918
3,l_159,315,87,64.1835534578
3,l_162,321,90,64.4651891843
3,l_75,101,3,13.7617364129
3,l_140,301,68,-0.1921226472
3,l_101,122,29,3.9580548002
3,l_168,322,96,0.9252465318
3,l_164,322,92,4.9418469145
3,l_158,315,86,3.2220492512
3,l_135,222,63,5.7829513324
3,l_97,122,25,7.4312886635
3,l_120,214,48,88.8353422452
3,l_142,301,70,-40.4964346638
3,l_88,115,16,0.7320663941
3,l_98,122,26,9.6859236206
3,l_80,102,8,6.5034776922
3,l_134,222,62,7.9458185149
3,l_148,307,76,-4.7395991322
3,l_74,101,2,3.3822047955
3,l_170,323,98,-7.9242367456
3,l_124,215,52,1.9519970426
3,l_147,307,75,-9.0079524761
3,l_84,113,12,-7.8560892195
3,l_102,122,30,7.8856397598
3,l_131,222,59,4.8182097329
3,l_76,101,4,16.0825191463
3,l_167,322,95,4.2154310046
3,l_152,313,80,8.9389694084
3,l_107,201,35,4.0942517548
3,l_161,318,89,59.4042047245
3,l_119,213,47,49.1939679471
3,l_139,301,67,1.3256654122
3,l_165,322,93,1.3728819126
3,l_104,123,32,0.0660599906
3,l_73,101,1,5.8728753440
3,l_125,215,53,3.2088114886
3,l_133,222,61,1.8092983237
3,l_150,313,78,-0.2393063067
4,l_130,222,58,4.5779068195
4,l_155,315,83,3.5094562108
4,l_116,207,44,18.6666240270
4,l_95,118,23,-53.2672405462
4,l_118,213,46,12.2260848611
4,l_154,315,82,5.3236912699
4,l_153,314,81,-6.8678190830
4,l_85,113,13,31.8209955586
4,l_127,216,55,49.4691623063
4,l_94,116,22,60.2020790651
4,l_160,316,88,65.1700189748
