--contingency generator
conID,genID,busID,unitID,q(MW)
1,l_189,40,1,-113.0682683430
1,l_206,159,1,-3.0983929821
1,l_182,11,1,-164.4655834361
1,l_197,103,1,-290.5661420276
1,l_186,30,1,681.7096839798
1,l_191,45,1,456.3621530108
1,l_199,116,1,227.0342856566
1,l_183,13,1,-189.7103560436
1,l_198,112,1,-26.7505626955
1,l_184,15,1,-93.0381732039
1,l_180,6,1,-98.4051187554
1,l_204,148,1,-71.7900453839
1,l_194,70,1,-331.8564092241
1,l_181,9,1,-291.9149636120
1,l_203,144,1,218.4745629612
1,l_200,118,1,1301.4663447403
1,l_179,4,1,-94.0173678310
1,l_207,162,1,137.8229642459
1,l_195,77,1,651.2514324198
1,l_187,35,1,930.6976450957
1,l_201,138,1,-258.3829253914
1,l_196,79,1,-1405.3085203749
1,l_188,36,1,445.3647538010
1,l_192,47,1,9.4779597345
1,l_205,149,1,39.9746923028
1,l_185,18,1,-300.4491724592
1,l_193,65,1,191.3871699240
1,l_190,43,1,63.8466401073
1,l_202,140,1,783.6970012438
2,l_189,40,1,-112.3349086285
2,l_206,159,1,-3.0117898782
2,l_182,11,1,-164.4542226493
2,l_197,103,1,-289.7561709899
2,l_186,30,1,681.7025802180
2,l_191,45,1,456.4153684001
2,l_199,116,1,227.0951138167
2,l_183,13,1,-186.5140555871
2,l_198,112,1,-26.7308991179
2,l_184,15,1,-8.0046401727
2,l_180,6,1,-98.3914585755
2,l_204,148,1,-70.1702546794
2,l_194,70,1,-331.8372350704
2,l_181,9,1,-291.5840510444
2,l_203,144,1,227.9440936153
2,l_200,118,1,1301.8314245648
2,l_179,4,1,-93.9782000634
2,l_207,162,1,137.8423077684
2,l_195,77,1,651.3182366311
2,l_187,35,1,930.6915005548
2,l_201,138,1,-256.6662539757
2,l_196,79,1,-1405.2937506662
2,l_188,36,1,445.6438263692
2,l_192,47,1,9.6838188842
2,l_205,149,1,41.6637976826
2,l_185,18,1,-300.2862589677
2,l_193,65,1,191.3913388817
2,l_190,43,1,64.5144186588
2,l_202,140,1,784.7552435468
3,l_189,40,1,-106.5662925850
3,l_206,159,1,-0.6007709993
3,l_182,11,1,-164.1800034588
3,l_197,103,1,-286.2962010380
3,l_186,30,1,681.0059416577
3,l_191,45,1,458.0280534481
3,l_199,116,1,226.7316051010
3,l_183,13,1,-170.1118209670
3,l_198,112,1,-27.6734909904
3,l_184,15,1,88.7898018498
3,l_180,6,1,-98.0751553000
3,l_204,148,1,-55.6695716254
3,l_194,70,1,-332.0630558948
3,l_181,9,1,-289.5557958663
3,l_203,144,1,288.0052275112
3,l_200,118,1,1299.3557570514
3,l_179,4,1,-93.7280070450
3,l_207,162,1,138.4516360730
3,l_195,77,1,650.5540457005
3,l_187,35,1,930.2447804060
3,l_201,138,1,-240.4103310210
3,l_196,79,1,-1405.7673386703
3,l_188,36,1,454.1719658553
3,l_192,47,1,11.3059400613
3,l_205,149,1,54.4634985213
3,l_185,18,1,-299.3239121166
3,l_193,65,1,191.5350467351
3,l_190,43,1,69.7920878456
3,l_202,140,1,791.9756643637
4,l_189,40,1,-112.9578282941
4,l_206,159,1,-3.1039157124
4,l_182,11,1,-164.4670356748
4,l_197,103,1,-289.6487585854
4,l_186,30,1,681.7101194687
4,l_191,45,1,456.3603271373
4,l_199,116,1,227.1159335520
4,l_183,13,1,-188.3124209729
4,l_198,112,1,-26.7135214679
4,l_184,15,1,-91.9531403625
4,l_180,6,1,-98.4069192961
4,l_204,148,1,-69.6564820846
4,l_194,70,1,-331.8472984341
4,l_181,9,1,-292.0205675530
4,l_203,144,1,224.7146393113
4,l_200,118,1,1301.9722655218
4,l_179,4,1,-94.0298082137
4,l_207,162,1,137.8225229400
4,l_195,77,1,651.2830648761
4,l_187,35,1,930.6972603993
4,l_201,138,1,-255.8433405901
4,l_196,79,1,-1405.3000370604
4,l_188,36,1,445.3660490159
4,l_192,47,1,9.5030252189
4,l_205,149,1,41.0304080291
4,l_185,18,1,-300.5016427220
4,l_193,65,1,191.3882103925
4,l_190,43,1,63.8541998790
4,l_202,140,1,784.5362102559
24,l_189,40,1,-113.7885855402
24,l_206,159,1,6.0765201653
24,l_182,11,1,-163.6694239935
24,l_197,103,1,-289.6350380725
