--contingency generator
conID,genID,busID,unitID,q(MW)
1,l_76,101,4,8.9272632178
1,l_113,202,41,-19.1879662855
1,l_125,215,53,2.9988006948
1,l_82,107,10,4.0083922093
1,l_78,102,6,7.7648732424
1,l_123,215,51,1.8746656665
1,l_114,207,42,19.5601809433
1,l_117,213,45,14.4113543349
1,l_90,115,18,1.4755283670
1,l_77,102,5,-0.0383032421
1,l_145,302,73,-31.5613550641
1,l_103,123,31,-57.6533454933
1,l_170,323,98,-0.7654521291
1,l_110,202,38,2.7931301451
1,l_96,121,24,61.0802829256
1,l_137,223,65,-76.9043868960
1,l_120,214,48,51.7408457248
1,l_75,101,3,-14.0226471422
1,l_94,116,22,-5.1194721789
1,l_128,218,56,78.9249016364
1,l_158,315,86,4.1572148876
1,l_169,323,97,17.5006430011
1,l_150,313,78,-4.7701379730
1,l_85,113,13,19.1572728634
1,l_84,113,12,-27.7989226781
1,l_144,302,72,-0.2686462253
1,l_168,322,96,-3.5922703553
1,l_162,321,90,124.6969409116
1,l_106,201,34,0.2548439392
1,l_88,115,16,3.8331165499
1,l_127,216,55,78.0442403483
1,l_89,115,17,2.1673189114
1,l_121,215,49,3.3592919807
1,l_87,114,15,-49.4031557668
1,l_132,222,60,-4.9220051599
1,l_134,222,62,4.8657104337
1,l_143,302,71,0.5056550202
1,l_155,315,83,2.5152721873
1,l_98,122,26,-1.7492370329
1,l_146,302,74,-34.1073269768
1,l_100,122,28,-10.5429074132
1,l_160,316,88,81.0110994965
1,l_153,314,81,45.7409667650
1,l_107,201,35,-0.8101001991
1,l_116,207,44,16.7317773470
1,l_92,115,20,4.1325447126
1,l_141,301,69,-37.1779470363
1,l_101,122,29,-8.7424433601
1,l_108,201,36,-28.3869437517
1,l_118,213,46,13.6396259424
1,l_91,115,19,4.3281873009
1,l_151,313,79,16.9791534881
1,l_135,222,63,5.8043712649
1,l_86,113,14,14.6910866455
1,l_126,215,54,71.8232690224
1,l_140,301,68,-1.0156177218
1,l_115,207,43,-9.1774493548
1,l_119,213,47,37.6295255617
1,l_139,301,67,0.2727584197
1,l_124,215,52,3.2249070481
1,l_163,322,91,5.1089072214
1,l_95,118,23,147.6049015147
1,l_148,307,76,28.8295991393
1,l_161,318,89,135.7711665359
1,l_164,322,92,-4.5813389379
1,l_147,307,75,-2.4025064056
1,l_73,101,1,3.4675603543
1,l_81,107,9,9.2692133473
1,l_154,315,82,2.6602715456
1,l_130,222,58,0.5760619986
1,l_167,322,95,5.7560175423
1,l_111,202,39,5.4754436375
1,l_166,322,94,-5.6730016995
1,l_97,122,25,-1.0284011371
1,l_149,307,77,-14.0179706768
1,l_109,201,37,-40.5859960359
1,l_171,323,99,-0.7948628347
1,l_99,122,27,-0.4847794915
