--contingency generator
conID,genID,busID,unitID,q(MW)
1,l_91,115,19,3.1707549983
1,l_164,322,92,-2.5950290961
1,l_170,323,98,-16.8727916607
1,l_126,215,54,22.4398194463
1,l_117,213,45,-4.3973489850
1,l_125,215,53,1.9533354836
1,l_139,301,67,-1.3830469858
1,l_82,107,10,-8.0860719722
1,l_101,122,29,5.0266256786
1,l_147,307,75,12.4279049599
1,l_116,207,44,8.9894667859
1,l_146,302,74,-38.0709238500
1,l_153,314,81,46.3437643541
1,l_98,122,26,2.8210057326
1,l_106,201,34,1.3668410309
1,l_160,316,88,92.5086271919
1,l_86,113,14,1.7787515994
1,l_87,114,15,39.8885478959
1,l_143,302,71,-3.3112471891
1,l_165,322,93,1.7067095918
1,l_129,221,57,54.6725675988
1,l_136,223,64,7.3608607682
1,l_77,102,5,1.8790312367
1,l_111,202,39,2.5278324459
1,l_124,215,52,4.1777000439
1,l_145,302,73,-9.2652738539
1,l_121,215,49,4.9463122820
1,l_167,322,95,-0.1262576452
1,l_130,222,58,2.1030985394
1,l_141,301,69,-36.6534853325
1,l_158,315,86,5.5901368281
1,l_154,315,82,3.6983906855
1,l_155,315,83,4.0752607992
1,l_88,115,16,2.1288641512
1,l_128,218,56,115.5172824464
1,l_118,213,46,37.6188391171
1,l_89,115,17,2.5101427728
1,l_108,201,36,-15.8711504828
1,l_96,121,24,113.6074047243
1,l_75,101,3,15.6260100280
1,l_148,307,76,1.4490733161
1,l_112,202,40,-9.1417372431
1,l_169,323,97,3.6448308738
1,l_79,102,7,-6.3402306686
1,l_137,223,65,-58.6152733020
1,l_120,214,48,13.3693068590
1,l_122,215,50,2.4251776287
1,l_162,321,90,124.7219931228
1,l_90,115,18,1.6851437099
1,l_92,115,20,2.1029417357
1,l_144,302,72,-0.6962934059
1,l_151,313,79,-8.8794544491
1,l_113,202,41,-20.5190805504
1,l_149,307,77,-0.9933387525
1,l_123,215,51,2.2886137583
1,l_134,222,62,9.5210411995
1,l_159,315,87,91.4993034407
1,l_83,107,11,15.0925145695
1,l_73,101,1,2.6895038619
1,l_110,202,38,1.2247137665
1,l_138,223,66,-5.3079346151
1,l_93,115,21,-13.2227007475
1,l_76,101,4,9.8070930028
1,l_94,116,22,-17.8452448319
1,l_127,216,55,43.8495747230
1,l_171,323,99,22.8541037164
1,l_157,315,85,4.7643866291
1,l_84,113,12,6.0313335559
1,l_104,123,32,-8.2561630539
1,l_132,222,60,1.4649774741
1,l_109,201,37,-15.5005759752
1,l_131,222,59,10.5492603672
1,l_156,315,84,3.3111776701
1,l_115,207,43,7.6254523678
1,l_140,301,68,0.9948286204
1,l_99,122,27,10.4260803465
1,l_103,123,31,-33.6098575265
1,l_105,123,33,-3.2589183867
1,l_95,118,23,50.7195804691
1,l_74,101,2,5.5772470759
1,l_168,322,96,-1.8351232787
1,l_119,213,47,6.0902456606
1,l_107,201,35,3.4755736568
1,l_161,318,89,144.5021566444
1,l_135,222,63,5.5911682772
1,l_114,207,42,-9.7637633986
1,l_152,313,80,-6.7805344834
1,l_81,107,9,6.2528261128
1,l_85,113,13,0.1887169603
1,l_80,102,8,-0.0937106976
1,l_142,301,70,-20.7624168575
1,l_102,122,30,4.9844511993
1,l_100,122,28,10.4831452369
1,l_163,322,91,5.9276451801
1,l_78,102,6,3.9629349744
1,l_97,122,25,12.0736973997
1,l_133,222,61,4.6221321785
1,l_150,313,78,-0.7949102496
1,l_166,322,94,5.9982250001
2,l_91,115,19,3.1901412455
2,l_164,322,92,-2.5970974645
2,l_170,323,98,-16.9026255330
2,l_126,215,54,22.9587325590
2,l_117,213,45,-4.3774401459
2,l_125,215,53,1.9549510663
2,l_139,301,67,-1.3906340654
2,l_82,107,10,1.6279137797
2,l_101,122,29,5.0192404790
2,l_147,307,75,12.4195944944
2,l_116,207,44,8.9699476217
2,l_146,302,74,-38.0755165182
2,l_153,314,81,46.2885633226
2,l_98,122,26,2.8159853774
2,l_106,201,34,1.3219611496
2,l_160,316,88,92.3470055978
2,l_86,113,14,20.7770906365
2,l_87,114,15,69.2265292278
2,l_143,302,71,-3.3158157317
2,l_165,322,93,1.7048282100
2,l_129,221,57,54.6958119144
2,l_136,223,64,7.3388630667
2,l_77,102,5,8.6551839529
2,l_111,202,39,2.5131107633
2,l_124,215,52,4.1800423737
2,l_145,302,73,-9.2698680121
2,l_121,215,49,4.9473664421
2,l_167,322,95,-0.1272762327
2,l_130,222,58,2.1036500389
2,l_141,301,69,-36.6611595341
2,l_158,315,86,5.5808134853
2,l_154,315,82,3.6902378770
2,l_155,315,83,4.0621444709
2,l_88,115,16,2.1430426333
2,l_128,218,56,115.5218891797
2,l_118,213,46,37.6383247185
2,l_89,115,17,2.5271686210
2,l_108,201,36,-15.9164056000
2,l_96,121,24,113.8189871327
2,l_75,101,3,17.9927848241
2,l_148,307,76,1.4372704279
2,l_112,202,40,-9.1640837918
2,l_169,323,97,3.6276926058
2,l_79,102,7,25.2873576592
2,l_137,223,65,-58.6544302321
2,l_120,214,48,13.4636185778
2,l_122,215,50,2.4276390188
2,l_162,321,90,124.6726602676
2,l_90,115,18,1.7044881041
2,l_92,115,20,2.1266609727
2,l_144,302,72,-0.7008544806
2,l_151,313,79,-8.8956954368
2,l_113,202,41,-20.5418435660
2,l_149,307,77,-1.0049599169
2,l_123,215,51,2.2914106280
2,l_134,222,62,9.5214937192
2,l_159,315,87,91.4429362067
2,l_83,107,11,23.8176928953
2,l_73,101,1,2.8844420646
2,l_110,202,38,1.2109192094
2,l_138,223,66,-5.3604115765
2,l_93,115,21,-5.5848046410
2,l_76,101,4,13.2418411367
2,l_94,116,22,-19.9469675421
2,l_127,216,55,43.9103680676
2,l_171,323,99,22.8285129055
2,l_157,315,85,4.7518688951
2,l_84,113,12,28.2960301142
2,l_104,123,32,-4.2181468222
2,l_132,222,60,1.4654306497
2,l_109,201,37,-15.5458422542
2,l_131,222,59,10.5497485936
2,l_156,315,84,3.3013305544
2,l_115,207,43,7.6052815935
2,l_140,301,68,0.9872611482
2,l_99,122,27,10.4198484621
2,l_103,123,31,-27.9253325567
2,l_105,123,33,2.4569221567
2,l_95,118,23,50.5077020318
2,l_74,101,2,5.7736461962
2,l_168,322,96,-1.8371438289
2,l_119,213,47,6.1100433010
2,l_107,201,35,3.4308951557
2,l_161,318,89,144.2732138217
2,l_135,222,63,5.5914705285
2,l_114,207,42,-9.7838770524
2,l_152,313,80,-6.7967795633
2,l_81,107,9,14.9997270641
2,l_85,113,13,19.2534028648
2,l_80,102,8,36.7637419045
2,l_142,301,70,-20.7700902744
2,l_102,122,30,4.9782800859
2,l_100,122,28,10.4782059530
2,l_163,322,91,5.9266042438
2,l_78,102,6,8.3684912004
2,l_97,122,25,12.0688635414
2,l_133,222,61,4.6224158349
2,l_150,313,78,-0.8111606270
2,l_166,322,94,5.9972821005
3,l_91,115,19,3.2154817345
3,l_164,322,92,-2.5989170057
3,l_170,323,98,-16.9287682153
3,l_126,215,54,23.2858502731
3,l_117,213,45,-4.3612118409
3,l_125,215,53,1.9563800170
3,l_139,301,67,-1.3972600504
3,l_82,107,10,-8.2249304596
3,l_101,122,29,4.9950148137
3,l_147,307,75,12.4122922251
3,l_116,207,44,8.9540248690
3,l_146,302,74,-38.0795195423
3,l_153,314,81,46.2403851754
3,l_98,122,26,2.7995416932
3,l_106,201,34,1.2857209020
3,l_160,316,88,92.2059449602
3,l_86,113,14,1.4625986293
3,l_87,114,15,43.7765104381
3,l_143,302,71,-3.3198097946
3,l_165,322,93,1.7031798850
3,l_129,221,57,56.1033293237
3,l_136,223,64,7.3182157557
3,l_77,102,5,1.2133880706
3,l_111,202,39,2.5011513995
3,l_124,215,52,4.1820901979
3,l_145,302,73,-9.2738724650
3,l_121,215,49,4.9483024788
3,l_167,322,95,-0.1281560328
3,l_130,222,58,2.1202453357
3,l_141,301,69,-36.6678550027
3,l_158,315,86,5.5729025374
3,l_154,315,82,3.6833243732
3,l_155,315,83,4.0509856123
3,l_88,115,16,2.1615587851
3,l_128,218,56,116.3581799383
3,l_118,213,46,37.6542057948
3,l_89,115,17,2.5494134735
3,l_108,201,36,-15.9527143901
3,l_96,121,24,114.4725959204
3,l_75,101,3,1.5269173343
3,l_148,307,76,1.4269816286
3,l_112,202,40,-9.1821532551
3,l_169,323,97,3.6129218828
3,l_79,102,7,-8.7044982056
3,l_137,223,65,-58.6935990430
3,l_120,214,48,13.5331338258
3,l_122,215,50,2.4297862898
3,l_162,321,90,124.6296158944
3,l_90,115,18,1.7297736671
3,l_92,115,20,2.1576947656
3,l_144,302,72,-0.7048446974
3,l_151,313,79,-8.9099413800
3,l_113,202,41,-20.5602460857
3,l_149,307,77,-1.0150731827
3,l_123,215,51,2.2938353779
3,l_134,222,62,9.5352364233
3,l_159,315,87,91.3924772523
3,l_83,107,11,14.9538127072
3,l_73,101,1,0.8140262990
3,l_110,202,38,1.1997051079
3,l_138,223,66,-5.4113085460
3,l_93,115,21,5.0706306629
3,l_76,101,4,-7.9360374864
3,l_94,116,22,-26.8947258769
3,l_127,216,55,45.3872443101
3,l_171,323,99,22.8060938345
3,l_157,315,85,4.7412243114
3,l_84,113,12,5.7147517093
3,l_104,123,32,-1.6757780695
3,l_132,222,60,1.4791669220
3,l_109,201,37,-15.5821532030
3,l_131,222,59,10.5645723660
3,l_156,315,84,3.2929725784
3,l_115,207,43,7.5888289119
3,l_140,301,68,0.9806515314
3,l_99,122,27,10.3994204092
3,l_103,123,31,-24.1561910974
3,l_105,123,33,6.2508147005
3,l_95,118,23,49.8319077615
3,l_74,101,2,3.6878305220
3,l_168,322,96,-1.8389194418
3,l_119,213,47,6.1261802724
3,l_107,201,35,3.3946888223
3,l_161,318,89,144.0744713878
